doi,altmetric_score,Full-text_change,Full-text_m1,abstract_change,abstract_m1,author_count,neutral_results,confirmatory_results,contradictory_results,new_results,extend_p,funded,influentialReferencesCount,num_hypo_tested,num_significant,p_val_range,pdf_change,pdf_m1,reading_score,real_p,real_p_sign,reference_background,reference_methodology,reference_result,references_count,sample_size,sentiment,subjectivity,tweets_within_month,univ_rank,published_within_year
10.1101/2020.03.29.014381,4.8,190,0,5,384,3,0,0,0,1,1,1,1,0,0,0,97,81,13.38,1,0,12,10,1,21,0,1,0.374801587,11,2,0
10.1101/2020.03.29.014407,81.5,180,0,511,292,8,0,1,0,0,1,0,-1,6,6,0,108,114,2.79,0.0001,0,-1,-1,-1,11,0,0,0.80625,76,2,1
10.1101/2020.03.29.20039529,74.2,0,0,1185,1354,9,1,0,0,0,1,1,-1,0,0,0,1069,404,20.72,1,0,-1,-1,-1,14,0,0,0.789090909,41,2,1
10.1101/2020.03.29.20041962,64.95,0,0,3133,4109,35,1,0,0,0,1,1,0,5,3,0,3633,2822,6.88,0.001,0,0,0,0,43,0,0,0.474684343,107,2,0
10.1101/2020.03.29.20043547,2.5,0,0,794,176,13,1,0,0,0,1,0,-1,0,0,0,474,34,9.82,1,0,-1,-1,-1,27,0,0,0.364534884,5,2,1
10.1101/2020.03.29.20044461,8.25,0,0,5623,686,5,1,0,0,0,1,0,0,0,0,0,1408,268,53.55,1,0,2,0,0,11,0,0,0.410732323,13,0.920792079,0
10.1101/2020.03.29.20045039,1,0,0,595,355,2,1,0,0,0,1,0,-1,0,0,0,356,84,-57.61,1,0,-1,-1,-1,0,0,0,0.459092593,3,2,1
10.1101/2020.03.29.20045187,1.25,0,0,358,252,1,1,0,0,0,1,0,0,0,0,0,205,58,53.21,1,0,0,0,0,10,0,0,0.38234127,2,2,0
10.1101/2020.03.29.20046011,28.25,0,0,-3403,5033,2,1,0,0,0,1,1,0,0,0,0,-819,1523,24.48,1,0,0,0,0,6,0,0,0.429166667,17,2,1
10.1101/2020.03.29.20046557,483.9,0,0,-3496,8946,32,1,0,0,0,1,1,0,3,1,0.05,255,3072,31.55,0.01,0,0,0,0,17,17,0,0.425833333,257,2,1
10.1101/2020.03.29.20046565,17.4,0,0,1048,231,1,1,0,0,0,1,0,-1,0,0,0,329,45,1.6,1,0,-1,-1,-1,12,0,1,0.442794705,39,2,1
10.1101/2020.03.29.20046649,134.454,0,0,-1140,3312,4,1,0,0,0,1,0,7,0,0,0,-646,2038,46.27,1,0,23,5,4,34,0,1,0.319444444,25,0.534653465,1
10.1101/2020.03.29.20046706,339.11,0,0,3147,1704,4,1,0,0,0,1,1,-1,1,1,0,1714,476,12.77,0.05,0,-1,-1,-1,4,0,0,0.27,84,2,1
10.1101/2020.03.29.20046730,4.95,0,0,276,832,3,1,0,0,0,1,0,0,0,0,0,406,346,39.67,1,0,2,0,0,9,0,0,0.378461538,3,2,0
10.1101/2020.03.29.20046789,3.75,0,0,-441,717,3,1,0,0,0,1,1,0,0,0,0,-200,255,32.33,1,0,8,3,0,70,0,1,0.473496241,4,2,1
10.1101/2020.03.29.20046862,1.5,0,0,-358,617,0,1,0,0,0,1,1,-1,1,1,0,-179,285,21.9,0.01,0,-1,-1,-1,0,0,1,0.4,6,2,0
10.1101/2020.03.29.20046904,5.05,0,0,-238,420,6,1,0,0,0,1,0,2,2,1,0.57,-105,148,43.22,0.05,-1,7,1,0,23,177,1,0.371153846,2,0.821782178,1
10.1101/2020.03.29.20047035,3.85,0,0,-525,1001,5,1,0,0,0,1,0,7,0,0,0,-263,577,35.81,1,0,26,16,3,53,0,0,0.294095238,7,2,0
10.1101/2020.03.29.20047118,6.9,0,0,-394,776,7,1,0,0,0,1,1,-1,0,0,0,-150,338,27.45,1,0,-1,-1,-1,45,0,0,0.499074074,10,2,1
10.1101/2020.03.29.20047159,23.85,0,0,-1451,1889,13,1,0,0,0,1,1,0,0,0,0,-272,424,43.02,1,0,10,2,0,15,0,0,0.480592532,13,2,1
10.1101/2020.03.30.014555,4.5,-22,60,-119,322,4,0,0,0,1,1,0,0,0,0,0,-28,95,20.92,1,0,5,2,0,14,0,0,0.430863858,15,2,0
10.1101/2020.03.30.015008,1352.984,2980,0,10815,756,9,0,0,0,1,1,1,-1,1,0,0,3213,205,4.07,1,0,-1,-1,-1,63,35,0,0.475251196,1191,2,1
10.1101/2020.03.30.015164,5.35,216,0,241,251,17,0,0,0,1,1,1,0,0,0,0,198,37,24.78,1,0,3,0,0,90,0,0,0.481666667,11,2,1
10.1101/2020.03.30.015347,4991.562,1495,0,4404,4302,17,0,0,0,1,1,0,1,0,0,0,6937,1327,53.51,1,0,24,1,0,32,0,0,0.633333333,4045,2,1
10.1101/2020.03.30.015461,53.5,287,0,2516,632,21,0,0,0,1,1,0,0,3,3,0.04,861,258,22.75,0.01,-1,9,0,1,14,25,0,0.408,64,2,1
10.1101/2020.03.30.015685,17.2,316,0,-21,647,7,0,0,0,1,1,0,6,6,3,0,107,178,17.98,0.01,0,11,14,0,121,0,1,0.506778309,23,2,0
10.1101/2020.03.30.015891,81.5,154,0,335,963,2,0,0,0,1,1,0,0,0,0,0,423,165,42.45,1,0,0,1,0,28,0,1,0.40719697,65,2,0
10.1101/2020.03.30.016832,13,165,0,-103,528,9,0,0,0,1,1,1,2,0,0,0,102,76,27.15,1,0,28,12,2,42,0,1,0.369510582,23,2,1
10.1101/2020.03.30.20040519,9.95,0,0,845,270,10,1,0,0,0,1,0,0,0,0,0,313,73,26.95,1,0,0,0,0,8,0,0,0.345348639,16,2,0
10.1101/2020.03.30.20044545,8.05,0,0,-2203,2787,7,1,0,0,0,1,1,7,0,0,0,-749,974,31.82,1,0,16,2,2,25,0,0,0.468051456,15,2,0
10.1101/2020.03.30.20046227,5.45,0,0,1355,583,15,1,0,0,0,1,0,0,0,0,0,975,338,36.02,1,0,4,1,0,12,0,0,0.484722222,6,2,0
10.1101/2020.03.30.20047043,17.1,0,0,-2046,2894,4,1,0,0,0,1,0,1,1,0,0,-612,815,35.1,1,0,5,4,1,16,0,0,0.516363636,28,2,0
10.1101/2020.03.30.20047217,883.23,0,0,9144,6950,6,1,0,0,0,1,1,1,8,7,0.099,3002,2143,33.04,0.001,-1,2,0,0,44,2468,0,0.343344156,1937,0.99009901,0
10.1101/2020.03.30.20047274,19.1,0,0,-783,1158,3,1,0,0,0,1,0,1,7,5,0,-84,478,33.17,0.018,0,15,0,1,25,300,0,0.270512821,27,0.04950495,1
10.1101/2020.03.30.20047308,16.05,0,0,-669,1807,2,1,0,0,0,1,0,0,0,0,0,-375,1193,27.05,1,0,1,2,0,17,0,1,0.502380952,12,2,1
10.1101/2020.03.30.20047456,18.75,0,0,-167,2558,3,1,0,0,0,1,0,-1,0,0,0,213,1719,-6.09,1,0,-1,-1,-1,35,0,1,0.375309524,7,2,1
10.1101/2020.03.30.20047589,2.35,0,0,-205,577,1,1,0,0,0,0,0,1,1,1,0,-77,295,22.75,0.001,-1,13,2,2,29,68,1,0.380952381,2,2,0
10.1101/2020.03.30.20047597,17.7,0,0,-589,943,2,1,0,0,0,1,1,4,1,0,0,-363,470,21.36,1,0,13,6,3,20,0,0,0.469378307,25,2,0
10.1101/2020.03.30.20047787,1,0,0,-743,1162,5,1,0,0,0,1,0,1,0,0,0,161,864,42,1,0,9,5,0,28,0,0,0.365588235,6,2,0
10.1101/2020.03.30.20047803,2.1,0,0,-734,1210,17,1,0,0,0,1,0,0,0,0,0,-14,748,44.48,1,0,5,2,0,14,0,0,0.509455668,6,2,0
10.1101/2020.03.30.20047852,32.45,0,0,-2782,3380,4,1,0,0,0,1,0,0,4,0,0,-722,910,23.16,0.01,0,9,0,0,21,0,0,0.676648352,46,2,1
10.1101/2020.03.30.20047894,1.25,0,0,-274,488,1,1,0,0,0,1,0,1,0,0,0,-162,220,46.4,1,0,3,6,0,9,0,0,0.362973485,2,2,1
10.1101/2020.03.30.20047969,1.75,0,0,-864,1711,3,1,0,0,0,1,0,1,0,0,0,-211,1152,33.78,1,0,21,5,0,32,0,0,0.395098039,5,2,0
10.1101/2020.03.30.20047993,19.6,0,0,-514,903,3,1,0,0,0,1,1,1,0,0,0,-74,518,23.09,1,0,8,1,0,20,0,0,0.175,28,2,0
10.1101/2020.03.30.20048082,2.85,0,0,-1221,1486,1,1,0,0,0,1,0,0,0,0,0,-580,652,40.92,1,0,0,0,0,11,0,0,0.4629884,5,2,0
10.1101/2020.03.30.20048090,2.75,0,0,-994,1329,4,1,0,0,0,1,0,0,0,0,0,-393,512,42.61,1,0,0,0,0,3,0,0,0.306060606,6,2,0
10.1101/2020.03.30.20048108,350.708,0,0,-5247,10331,45,1,0,0,0,1,1,-1,0,0,0,-4465,8200,21.84,1,0,-1,-1,-1,18,0,0,0.388888889,573,2,1
10.1101/2020.03.30.20048132,8,0,0,-837,1192,1,1,0,0,0,1,0,0,0,0,0,-370,524,13.11,1,0,10,1,2,26,0,0,0.478857143,12,2,0
10.1101/2020.03.31.013268,121.51,2,136,-6,1222,11,0,0,0,1,1,1,1,0,0,0,-219,533,29.48,1,0,14,4,1,69,0,0,0.478636364,83,2,1
10.1101/2020.03.31.015941,43.8,-81,181,-953,1718,17,0,0,0,1,1,1,1,0,0,0,-296,453,41.23,1,0,2,1,1,14,0,0,0.523809524,39,2,1
10.1101/2020.03.31.017459,5.75,-10,75,-139,424,2,0,0,0,1,1,0,8,0,0,0,-36,174,34.56,1,0,7,16,2,27,0,0,0.558333333,20,2,0
10.1101/2020.03.31.017657,9.85,-35,109,127,673,10,0,0,0,1,1,0,3,0,0,0,-233,526,35.91,1,0,11,4,0,26,0,1,0.5275,17,2,0
10.1101/2020.03.31.017889,57.83,-87,191,-571,1228,0,0,0,0,1,1,1,-1,0,0,0,-316,566,-6.9,1,0,-1,-1,-1,32,0,0,0.428205128,66,2,1
10.1101/2020.03.31.018499,4.45,6,93,-216,471,4,0,0,0,1,1,1,-1,0,0,0,-60,161,34.29,1,0,-1,-1,-1,16,0,1,0.502020202,12,2,0
10.1101/2020.03.31.018556,626.314,-91,189,-807,1905,7,0,0,0,1,1,0,0,4,4,0.0264,-297,496,29.52,0.0033,0,5,2,1,6,17,0,0.553703704,754,2,0
10.1101/2020.03.31.018978,35.95,-6,98,-113,689,4,0,0,0,1,1,0,6,3,2,0,-26,205,26.98,2.00E-16,0,28,10,1,34,0,0,0.548595041,51,2,1
10.1101/2020.03.31.019216,77.4,-107,431,-501,1344,16,0,0,0,1,1,0,0,1,1,0,-347,816,4.65,0.001,-1,11,0,2,34,13,1,0.588888889,118,2,1
10.1101/2020.03.31.20042333,203.066,0,0,-10331,20380,12,1,0,0,0,1,0,2,0,0,0,-868,2013,53.71,1,0,19,1,1,27,0,0,0.446103896,82,2,0
10.1101/2020.03.31.20047126,6.05,0,0,-867,1273,10,1,0,0,0,1,0,0,0,0,0,-420,586,29.28,1,0,19,2,2,38,0,0,0.375689033,10,2,1
10.1101/2020.03.31.20047621,3.85,0,0,-1965,2516,11,1,0,0,0,1,0,0,3,3,0.04,-768,1048,50.46,0.01,-1,9,2,0,18,12,0,0.339449036,10,2,1
10.1101/2020.03.31.20048256,2,0,0,-760,1037,6,1,0,0,0,1,0,2,4,4,0,-285,398,20.18,0.003,0,11,0,2,15,11,0,0.465104167,7,2,0
10.1101/2020.03.31.20048439,3,0,0,-1285,1652,6,1,0,0,0,1,0,1,6,4,0,-117,430,15.17,0.01,0,10,3,0,23,0,1,0.4,5,2,0
10.1101/2020.03.31.20048579,317.78,0,0,-881,2655,7,1,0,0,0,1,0,2,6,4,0.15,-210,514,39.26,0.008,0,10,0,0,30,136,1,0.401666667,21,2,0
10.1101/2020.03.31.20048652,91.15,0,0,1494,2542,1,1,0,0,0,1,0,0,4,4,0.02,-514,1035,29.08,0.001,-1,5,0,0,21,49,0,0.391578119,107,2,0
10.1101/2020.03.31.20048777,110.302,0,0,-9561,11146,8,1,0,0,0,1,0,-1,0,0,0,-2036,2376,7.9,1,0,-1,-1,-1,5,0,0,0.559265734,80,2,1
10.1101/2020.03.31.20048827,2.6,0,0,-627,891,1,1,0,0,0,1,0,-1,0,0,0,-289,424,29.69,1,0,-1,-1,-1,11,0,1,0.352222222,2,2,1
10.1101/2020.03.31.20048835,6.95,0,0,-902,1595,1,1,0,0,0,1,1,1,0,0,0,-504,703,29.82,1,0,15,4,0,27,0,0,0.369345238,15,2,0
10.1101/2020.03.31.20048876,144.75,0,0,-2555,3244,5,1,0,0,0,1,1,1,4,3,0.099,-501,691,32.02,0.001,-1,2,0,1,16,2,1,0.351818182,42,0.643564356,1
10.1101/2020.03.31.20048967,5,0,0,-774,1463,1,1,0,0,0,0,0,0,2,2,0,-392,905,31.72,0.001,0,6,0,0,29,0,0,0.307539683,6,0.168316832,1
10.1101/2020.03.31.20049007,7.4,0,0,-855,1300,5,1,0,0,0,1,0,0,0,0,0,-403,808,17.44,1,0,6,2,0,17,0,1,0.582463768,13,0.148514851,1
10.1101/2020.03.31.20049122,4.1,0,0,-1069,1379,3,1,0,0,0,1,0,3,0,0,0,-364,464,20.31,1,0,9,1,5,14,0,0,0.392307692,11,2,0
10.1101/2020.03.31.20049130,11.4,0,0,724,1436,3,1,0,0,0,1,0,1,0,0,0,611,608,8.54,1,0,4,8,0,17,0,0,0.3,12,2,1
10.1101/2020.03.31.20049155,2.85,0,0,-650,868,1,1,0,0,0,1,0,1,0,0,0,-267,320,36.42,1,0,1,1,0,5,0,1,0.193,4,2,0
10.1101/2020.03.31.20049197,97.15,0,0,-2465,4663,9,1,0,0,0,1,0,0,0,0,0,-633,1332,36.18,1,0,0,0,0,11,0,0,0.365,112,2,1
10.1101/2020.03.31.20049312,8.05,0,0,-1092,1323,8,1,0,0,0,1,0,-1,0,0,0,-388,453,40.69,1,0,-1,-1,-1,0,0,0,0.582142857,11,2,0
10.1101/2020.03.31.20049387,0.75,0,0,-536,798,4,1,0,0,0,1,1,3,0,0,0,-191,260,27.35,1,0,7,4,0,36,0,1,0.375520833,3,2,0
10.1101/2020.03.31.20049452,2,0,0,-604,894,4,1,0,0,0,1,0,1,0,0,0,-227,338,41.87,1,0,2,0,0,7,0,0,0.510459184,3,2,0
10.1101/2020.03.31.20049486,2.6,0,0,-917,1186,1,1,0,0,0,1,0,0,0,0,0,-476,549,50.7,1,0,6,5,0,35,0,0,0.279509804,5,2,0
10.1101/2020.04.01.017624,96.18,-262,437,-1209,2991,6,0,0,0,1,1,1,3,8,0,0,-529,988,33.44,0.0031,0,3,3,3,57,0,0,0.351666667,112,2,0
10.1101/2020.04.01.019299,4,-25,110,-175,502,10,0,0,0,1,1,0,1,0,0,0,-119,216,24,1,0,14,33,1,59,0,1,0.524565217,18,2,1
10.1101/2020.04.01.019463,6.8,-21,89,-251,501,2,0,0,0,1,0,0,14,8,0,0,-118,171,39.37,0.016,0,60,15,4,93,0,0,0.384895833,27,2,0
10.1101/2020.04.01.020966,78.73,-202,342,-2572,3711,4,0,0,0,1,1,0,1,0,0,0,-924,1208,18.18,1,0,9,0,0,27,0,1,0.574080808,132,2,1
10.1101/2020.04.01.021196,1778.768,-437,687,-3387,5963,16,0,0,0,1,1,0,2,0,0,0,-1026,1846,41.6,1,0,19,5,1,23,0,0,0.451988636,1024,2,0
10.1101/2020.04.01.20041186,7,0,0,-1429,1872,5,1,0,0,0,0,0,4,4,1,0,-548,755,23.05,0.005,0,12,1,6,24,0,0,0.547472075,6,2,1
10.1101/2020.04.01.20043794,2.6,0,0,-1547,2095,7,1,0,0,0,1,0,4,0,0,0,-561,719,26.34,1,0,11,3,3,20,0,0,0.462130408,12,2,1
10.1101/2020.04.01.20047076,58.45,0,0,-3624,4166,42,1,0,0,0,1,0,-1,2,2,0.029,-1932,2304,-32.25,0.001,-1,-1,-1,-1,27,323,0,0.346506734,90,2,1
10.1101/2020.04.01.20047225,64.5,0,0,-1586,2318,10,1,0,0,0,1,0,2,2,0,0,-587,761,31.62,1,0,18,6,1,46,0,1,0.369927536,208,2,0
10.1101/2020.04.01.20047357,31.05,0,0,-2546,3235,0,1,0,0,0,1,1,0,0,0,0,-634,1101,42.82,1,0,3,2,1,15,0,1,0.505703463,38,2,1
10.1101/2020.04.01.20047373,2.75,0,0,-794,1436,3,1,0,0,0,1,0,0,1,1,0,-372,499,42.75,0.001,0,3,1,0,13,0,0,0.463801054,8,2,0
10.1101/2020.04.01.20047381,1289.904,0,0,-39911,44662,7,1,0,0,0,1,1,0,5,1,0,-18396,20097,20.72,0.02,0,1,0,0,7,40,0,0.591349206,1080,2,1
10.1101/2020.04.01.20049478,992.3,0,0,-60892,64352,5,1,0,0,0,1,0,0,0,0,0,-23415,25364,16.25,1,0,9,2,0,32,0,0,0.402678571,966,2,0
10.1101/2020.04.01.20049668,4.2,0,0,-1581,2126,4,1,0,0,0,1,0,2,1,1,0,-428,570,49.04,0.05,0,13,2,0,28,0,0,0.370833333,12,2,1
10.1101/2020.04.01.20049684,10.15,0,0,-784,1387,4,1,0,0,0,1,0,0,0,0,0,-245,463,15.31,1,0,1,1,0,18,0,1,0.3,33,2,1
10.1101/2020.04.01.20049692,21.6,0,0,-1941,2338,2,1,0,0,0,1,0,1,0,0,0,-606,785,27.79,1,0,1,0,0,8,0,1,0.420454545,29,2,0
10.1101/2020.04.01.20049742,1.5,0,0,-842,1073,8,1,0,0,0,1,0,-1,13,3,0,-239,314,32.46,0.001,0,-1,-1,-1,29,72,0,0.42734375,6,2,1
10.1101/2020.04.01.20049767,22.3,0,0,-1412,1994,13,1,0,0,0,1,1,0,0,0,0,-560,807,24.11,1,0,6,0,1,37,0,1,0.363292867,45,0.623762376,1
10.1101/2020.04.01.20049973,2.5,0,0,-610,870,4,1,0,0,0,1,0,0,2,0,0,-269,349,35.51,1,0,8,2,0,16,0,0,0.400374553,8,2,0
10.1101/2020.04.01.20050005,160.174,0,0,-1672,5220,0,1,0,0,0,1,0,0,0,0,0,-475,1950,29.38,1,0,0,0,0,18,0,0,0.383069658,26,2,0
10.1101/2020.04.01.20050039,572.584,0,0,-6504,8342,7,1,0,0,0,1,1,1,7,6,0.199,-1903,2618,41.29,0.001,-1,5,1,0,17,2,0,0.408169643,638,0.900990099,1
10.1101/2020.04.01.20050203,36,0,0,-1557,2066,10,1,0,0,0,1,1,-1,7,5,0,-488,648,-13.77,0.001,0,-1,-1,-1,42,0,0,0.358790529,75,2,1
10.1101/2020.04.01.20050229,1.25,0,0,-840,1257,1,1,0,0,0,1,0,0,0,0,0,-455,648,44.44,1,0,0,0,0,6,0,0,0.336111111,5,2,1
10.1101/2020.04.01.20050310,6.05,0,0,-1047,1337,7,1,0,0,0,1,0,-1,0,0,0,-361,450,29.18,1,0,-1,-1,-1,44,0,0,0.53422619,14,2,1
10.1101/2020.04.01.20050369,5.85,0,0,-2383,2930,2,1,0,0,0,0,0,1,6,6,0,-289,1829,41.03,0.001,0,1,0,0,15,0,0,0,8,2,0
10.1101/2020.04.01.20050401,9.5,0,0,-2233,2630,2,1,0,0,0,1,0,-1,0,0,0,-390,463,13.62,1,0,-1,-1,-1,9,0,0,0.468360806,15,0.217821782,1
10.1101/2020.04.01.20050443,46.45,0,0,6661,7277,8,1,0,0,0,1,0,0,0,0,0,-1768,3625,31.25,1,0,9,1,0,37,0,0,0.476190476,50,2,1
10.1101/2020.04.01.20050450,1.25,0,0,-719,983,7,1,0,0,0,1,0,0,7,4,0,-225,283,48.33,0.05,0,8,0,0,22,0,0,0.557721445,6,2,0
10.1101/2020.04.01.20050476,5.1,0,0,-1563,2439,3,1,0,0,0,1,0,1,39,35,0,-531,808,22.11,0.001,0,2,0,0,56,0,0,0.552083333,7,2,0
10.1101/2020.04.01.20050492,1.5,0,0,-805,1082,6,1,0,0,0,1,1,1,0,0,0,-284,343,44.98,1,0,4,0,1,6,0,0,0.38447205,5,2,0
10.1101/2020.04.01.20050526,16.2,0,0,-1913,2271,6,1,0,0,0,0,0,17,4,4,0,-384,492,2.58,0.001,0,33,9,0,85,0,1,0.510271836,19,2,0
10.1101/2020.04.01.20050542,1156.992,0,0,-47356,52069,3,1,0,0,0,0,0,0,8,6,0,-20658,22733,39.6,0.00014,0,6,1,1,24,0,0,0.414023696,1050,2,1
10.1101/2020.04.02.019075,25.2,-45,136,-1063,1744,35,0,0,0,1,1,1,1,1,0,0,-399,657,4.65,1,0,69,18,3,211,12,0,0.490858898,91,2,0
10.1101/2020.04.02.021469,13.18,-73,183,-164,552,10,0,0,0,1,1,1,-1,5,0,0,-154,269,15.14,0.001,0,-1,-1,-1,72,6,0,0.3558171,14,2,1
10.1101/2020.04.02.022194,10.05,-107,184,-298,890,5,0,0,0,1,1,0,-1,1,0,0,-195,380,39.47,0.05,1,-1,-1,-1,15,30,0,0.379085498,21,2,1
10.1101/2020.04.02.022384,29.3,-39,128,-192,624,3,0,0,0,1,1,0,0,0,0,0,73,666,22.38,1,0,8,0,0,17,0,0,0.286785714,40,2,0
10.1101/2020.04.02.022764,32.68,-22,117,-361,854,5,0,0,0,1,1,0,0,4,4,0,-157,268,43.32,0.01,0,3,1,2,14,0,1,0.340777339,35,2,1
10.1101/2020.04.02.20042614,3,0,0,-1350,1590,7,1,0,0,0,1,0,2,7,7,0.037,-394,440,45.56,0.013,0,10,1,0,29,57,1,0.319227994,8,2,0
10.1101/2020.04.02.20046375,32.3,0,0,-6341,7019,3,1,0,0,0,1,1,8,3,0,0,-4671,5142,34.19,1,0,11,4,3,22,0,0,0.321145833,31,2,0
10.1101/2020.04.02.20047050,1432.822,0,0,-23509,27008,14,1,0,0,0,1,0,0,2,1,0.009,-19356,21142,53.21,0.001,-1,13,0,0,16,84,0,0.61047619,2091,2,1
10.1101/2020.04.02.20049676,4.5,0,0,-572,1091,7,1,0,0,0,1,1,0,0,0,0,-262,435,31.51,1,0,0,0,0,25,0,1,0.355725108,10,2,1
10.1101/2020.04.02.20050351,1.85,0,0,-1028,1388,4,1,0,0,0,1,0,0,0,0,0,-229,335,26.54,1,0,4,0,0,13,0,0,0.383108155,11,2,0
10.1101/2020.04.02.20050468,6.7,0,0,-979,1318,2,1,0,0,0,1,1,5,1,1,0,-418,674,31.51,0.01,-1,31,9,1,46,8,1,0.509027778,14,0.455445545,1
10.1101/2020.04.02.20050633,5.8,0,0,-1356,1673,2,1,0,0,0,1,0,1,0,0,0,-657,977,19.3,1,0,4,0,0,11,0,0,0.504569892,14,2,0
10.1101/2020.04.02.20050666,1,0,0,-392,687,1,1,0,0,0,1,0,1,0,0,0,-47,282,33.34,1,0,5,3,0,12,0,0,0.479166667,3,2,0
10.1101/2020.04.02.20050740,15.65,0,0,-1634,2135,2,1,0,0,0,1,0,-1,0,0,0,-689,890,2.28,1,0,-1,-1,-1,5,0,1,0.5,22,2,1
10.1101/2020.04.02.20050781,1.75,0,0,-853,1160,6,1,0,0,0,0,0,4,10,10,0,-325,424,4.92,0.01,0,9,3,1,28,0,0,0.365931373,10,2,0
10.1101/2020.04.02.20050914,1.25,0,0,-300,689,1,1,0,0,0,0,0,0,1,0,0,-145,218,55.54,0.7333,0,1,5,0,27,0,0,0.456720143,3,2,0
10.1101/2020.04.02.20050922,18.6,0,0,-157,1252,7,1,0,0,0,1,1,0,0,0,0,116,617,36.86,1,0,1,1,0,48,0,1,0.465398321,11,2,1
10.1101/2020.04.02.20050930,14.35,0,0,-1274,2036,1,1,0,0,0,1,0,1,0,0,0,-495,668,14.5,1,0,3,2,0,12,0,0,0.2796875,6,2,1
10.1101/2020.04.02.20050997,257.78,0,0,-437,1132,13,1,0,0,0,0,1,0,4,4,0.049,-334,505,39.94,0.001,-1,17,0,2,27,211,0,0.504907773,9,2,0
10.1101/2020.04.02.20051029,56.2,0,0,-3939,4708,11,1,0,0,0,1,0,0,0,0,0,-1467,1814,45.05,1,0,1,0,0,140,0,0,0.381410256,75,2,1
10.1101/2020.04.02.20051086,0.75,0,0,-667,1028,1,1,0,0,0,1,0,0,0,0,0,-164,423,69.72,1,0,3,0,0,13,0,0,0.596296296,3,2,0
10.1101/2020.04.02.20051136,1.75,0,0,-1187,1549,15,1,0,0,0,1,0,1,17,17,0,-531,691,27.96,0,0,8,3,2,28,0,1,0.35,9,2,0
10.1101/2020.04.02.20051177,462.584,0,0,-4676,13739,4,1,0,0,0,1,0,-1,0,0,0,-2227,3897,0,1,0,-1,-1,-1,0,0,-1,-1,204,2,0
10.1101/2020.04.02.20051284,40.3,0,0,-1985,2723,50,1,0,0,0,1,0,-1,0,0,0,-511,756,14.93,1,0,-1,-1,-1,5,0,1,0.278571429,87,2,1
10.1101/2020.04.02.20051334,45.95,0,0,-1582,2715,6,1,0,0,0,1,0,-1,0,0,0,960,1070,3.13,1,0,-1,-1,-1,16,0,1,0.401666667,20,2,1
10.1101/2020.04.02.20051342,7.05,0,0,-1570,1829,1,1,0,0,0,1,0,1,0,0,0,-964,1032,56.45,1,0,5,0,0,9,0,1,0.333333333,6,2,0
10.1101/2020.04.02.20051409,144.65,0,0,-2825,4196,4,1,0,0,0,1,1,4,0,0,0,2240,6161,39.26,1,0,20,1,0,53,0,0,0.345238095,47,2,1
10.1101/2020.04.02.20051417,264.35,0,0,-4368,8800,79,1,0,0,0,1,1,1,0,0,0,-5235,6323,39.26,1,0,4,5,0,38,0,0,0.368849206,178,2,1
10.1101/2020.04.02.20051466,10.75,0,0,-14790,18975,1,1,0,0,0,1,0,4,0,0,0,-2228,3704,38.66,1,0,15,3,2,20,0,0,0.397222222,14,2,0
10.1101/2020.04.02.20051482,2,0,0,-630,940,2,1,0,0,0,1,0,-1,0,0,0,-310,396,40.89,1,0,-1,-1,-1,12,0,1,0.446195652,7,2,1
10.1101/2020.04.02.20051524,92.75,0,0,-16483,17624,1,1,0,0,0,1,0,0,0,0,0,-4597,5087,19.37,1,0,0,0,0,14,0,0,0.329166667,93,2,0
10.1101/2020.04.02.20051532,42.85,0,0,1971,8236,2,1,0,0,0,1,0,0,0,0,0,-501,1801,57.1,1,0,0,0,0,28,0,0,0.383062771,37,2,0
10.1101/2020.04.02.20051557,15.4,0,0,-1619,2498,8,1,0,0,0,1,0,-1,0,0,0,-598,1115,40.92,1,0,-1,-1,-1,31,0,0,0.356439394,12,2,1
10.1101/2020.04.02.20051565,79.246,0,0,-6341,7656,18,1,0,0,0,1,1,0,22,10,0,-1928,2445,21.53,0.001,0,8,1,0,16,0,0,0.516356061,86,2,0
10.1101/2020.04.02.20051680,33.4,0,0,-1879,2456,3,1,0,0,0,1,0,1,0,0,0,-3508,4182,53,1,0,5,2,0,34,0,1,0.5,42,2,1
10.1101/2020.04.03.022723,4.6,-106,169,-159,380,5,0,0,0,1,1,0,-1,0,0,0,-55,132,27.86,1,0,-1,-1,-1,29,0,0,0.559895833,11,2,1
10.1101/2020.04.03.022939,53.05,-63,192,-613,1182,9,0,0,0,1,1,1,0,0,0,0,-1207,1454,40.79,1,0,10,5,0,27,0,0,0.495833333,67,0.841584158,0
10.1101/2020.04.03.023846,224.518,-181,368,-1097,2187,7,0,0,0,1,1,1,-1,0,0,0,-537,1103,33.14,1,0,-1,-1,-1,17,0,0,0.325757576,139,2,1
10.1101/2020.04.03.024216,19.7,-146,320,-244,479,2,0,0,0,1,1,0,1,0,0,0,-163,239,23.05,1,0,2,1,0,34,0,0,0.383891941,13,2,0
10.1101/2020.04.03.024257,72.68,-193,346,-1010,1690,10,0,0,0,1,1,0,13,0,0,0,-512,886,29.25,1,0,63,32,4,94,0,0,0.528571429,104,2,0
10.1101/2020.04.03.20043992,11.65,0,0,-1019,2137,5,1,0,0,0,0,0,4,5,1,0,161,1284,46,0.001,0,8,2,4,21,0,1,0.352016129,18,2,0
