doi,altmetric_score,Full-text_change,Full-text_m1,abstract_change,abstract_m1,author_count,neutral_results,confirmatory_results,contradictory_results,new_results,extend_p,funded,influentialReferencesCount,num_hypo_tested,num_significant,p_val_range,pdf_change,pdf_m1,reading_score,real_p,real_p_sign,reference_background,reference_methodology,reference_result,references_count,sample_size,sentiment,subjectivity,tweets_within_month,univ_rank,published_within_year
10.1101/2020.05.26.117549,3.6,120,15,1,1135,28,0,0,0,1,0,1,2,2,2,0,134,238,13.58,0.0001,0,7,4,0,38,0,0,0.54484127,8,2,0
10.1101/2020.05.26.118133,1.75,72,4,-161,541,4,0,0,0,1,1,1,-1,0,0,0,244,165,23.87,1,0,-1,-1,-1,19,0,0,0.508727152,5,2,1
10.1101/2020.05.26.118190,1.25,71,0,195,319,5,0,0,0,1,1,0,0,0,0,0,11,88,18.79,1,0,0,0,0,6,0,0,0.403076923,4,2,0
10.1101/2020.05.26.20102889,1.25,0,0,-208,340,1,1,0,0,0,1,0,-1,0,0,0,-63,119,39.67,1,0,-1,-1,-1,0,0,0,0.417333333,4,2,1
10.1101/2020.05.26.20104497,7.6,0,0,-425,1035,47,1,0,0,0,1,0,2,2,2,0.049,170,187,43.32,0.001,-1,16,1,2,27,2905,0,0.457601881,11,2,1
10.1101/2020.05.26.20105700,0.75,0,0,130,422,41,1,0,0,0,1,0,3,32,32,0.042,334,120,31.51,0.001,-1,10,2,4,26,2017,1,0.453180616,3,2,1
10.1101/2020.05.26.20112458,0.25,0,0,688,266,4,1,0,0,0,1,1,3,0,0,0,323,89,41.19,1,0,7,6,0,19,0,0,0.405018098,2,2,0
10.1101/2020.05.26.20112565,126.75,0,0,40,983,11,1,0,0,0,1,0,-1,9,4,0.09,178,299,-12.11,0.04,0,-1,-1,-1,41,3600,1,0.625305944,11,2,1
10.1101/2020.05.26.20112649,57.8,0,0,-674,2277,55,1,0,0,0,1,1,0,0,0,0,-195,730,32.33,1,0,0,0,0,33,0,1,0.300952381,107,2,0
10.1101/2020.05.26.20112680,0.5,0,0,-399,638,1,1,0,0,0,1,0,2,1,0,0,-140,199,51.11,1,0,8,0,1,17,0,0,0.508998599,2,2,0
10.1101/2020.05.26.20112748,21.1,0,0,-832,1357,5,1,0,0,0,1,0,0,2,2,0,-157,270,45.05,0.05,-1,0,0,0,15,36,0,0.500561167,23,2,1
10.1101/2020.05.26.20112946,58.1,0,0,279,349,2,1,0,0,0,1,0,2,0,0,0,31,98,21.77,1,0,2,1,0,25,0,0,0.352827381,86,2,0
10.1101/2020.05.26.20113019,5.1,0,0,-17,374,1,1,0,0,0,1,0,0,0,0,0,-6,116,35.47,1,0,2,0,0,11,0,1,0.47702381,13,2,0
10.1101/2020.05.26.20113167,16.05,0,0,-317,713,6,1,0,0,0,1,1,1,0,0,0,-43,178,35.51,1,0,13,0,2,19,0,0,0.442277365,19,2,0
10.1101/2020.05.26.20113233,3,0,0,-445,975,13,1,0,0,0,1,1,3,11,10,0.049,-37,241,42.31,0.001,-1,17,1,3,24,1255,0,0.375745441,6,2,0
10.1101/2020.05.26.20113258,3.6,0,0,68,502,7,1,0,0,0,0,1,-1,4,4,0.035,207,91,-10.62,0.004,0,-1,-1,-1,29,304,0,0.524814815,6,2,1
10.1101/2020.05.26.20113340,2,0,0,-188,431,3,1,0,0,0,1,0,1,0,0,0,-72,184,24.07,1,0,16,3,3,24,0,0,0.361968713,4,2,1
10.1101/2020.05.26.20113373,101.3,0,0,-542,2207,18,1,0,0,0,1,0,0,0,0,0,75,630,39.84,1,0,0,1,0,32,0,1,0.549537037,136,2,1
10.1101/2020.05.26.20113399,0.75,0,0,-208,338,3,1,0,0,0,1,0,0,0,0,0,-41,115,29.15,1,0,1,5,0,14,0,0,0.461666667,3,2,0
10.1101/2020.05.26.20113431,0.75,0,0,-103,288,10,1,0,0,0,1,0,0,4,4,0,-13,51,24.51,0.004,0,8,4,0,28,0,0,0.601641414,3,2,1
10.1101/2020.05.26.20113456,0.75,0,0,-152,381,4,1,0,0,0,1,0,0,0,0,0,40,103,51.78,1,0,1,0,0,29,0,0,0.486269601,2,2,0
10.1101/2020.05.26.20113514,4.2,0,0,-118,310,3,1,0,0,0,1,0,0,0,0,0,-74,188,27.19,1,0,13,0,0,17,0,1,0.185416667,6,2,0
10.1101/2020.05.26.20113522,1.6,0,0,-324,576,3,1,0,0,0,1,0,0,5,0,0,-23,112,27.22,1,0,0,0,0,19,0,1,0.347222222,4,2,0
10.1101/2020.05.26.20113696,11.65,0,0,287,407,3,1,0,0,0,1,0,0,62,0,0,111,124,42.31,0.7,0,2,0,0,38,0,0,0.487588384,24,2,0
10.1101/2020.05.26.20113720,25.25,0,0,-72,993,36,1,0,0,0,1,0,0,0,0,0,92,220,23.16,1,0,2,1,0,32,0,0,0.453269841,52,0.99009901,0
10.1101/2020.05.26.20113746,13.1,0,0,-903,1177,3,1,0,0,0,1,1,1,0,0,0,-340,478,53.55,1,0,11,0,0,14,0,0,0.433333333,6,2,0
10.1101/2020.05.26.20113761,0.75,0,0,72,366,3,1,0,0,0,1,0,6,0,0,0,37,90,26.85,1,0,11,9,1,26,0,0,0.458653846,3,2,0
10.1101/2020.05.26.20113787,418.212,0,0,-147,434,6,1,0,0,0,1,0,3,0,0,0,-28,114,46.2,1,0,16,3,0,32,0,0,0.554214015,4,2,0
10.1101/2020.05.26.20113811,16.7,0,0,-312,983,7,1,0,0,0,1,0,-1,11,0,0.623,-50,274,-0.81,0.252,0,-1,-1,-1,37,70,0,0.486666667,9,2,1
10.1101/2020.05.26.20113886,1.25,0,0,-173,482,4,1,0,0,0,1,1,2,1,0,0,3,99,-0.78,1,0,4,5,0,14,0,1,0.407708333,3,2,0
10.1101/2020.05.26.20114009,2.75,0,0,-683,805,4,1,0,0,0,1,0,2,0,0,0,-127,177,25.29,1,0,4,3,0,9,0,0,0.356124557,7,2,1
10.1101/2020.05.26.20114025,10.5,0,0,-417,1063,11,1,0,0,0,1,0,13,0,0,0,-78,405,18.35,1,0,28,16,4,61,0,0,0.342657343,14,2,1
10.1101/2020.05.26.20114033,7.4,0,0,-246,706,7,1,0,0,0,1,0,0,6,1,0.612,86,141,25.93,0.023,0,0,0,1,24,22,0,0.2629329,17,2,1
10.1101/2020.05.26.20114074,2.25,0,0,-1290,1629,3,1,0,0,0,1,0,0,0,0,0,-340,479,51.18,1,0,1,5,1,19,0,0,0.320833333,4,2,0
10.1101/2020.05.26.20114082,6.5,0,0,-333,834,13,1,0,0,0,1,0,0,1,0,0,26,154,33.54,0.11,0,4,1,3,17,125,0,0.407295455,13,2,0
10.1101/2020.05.26.20114124,292.034,0,0,-4332,5844,20,1,0,0,0,1,1,0,1,0,0,-546,1290,44.14,0.29,0,0,0,0,56,1076,0,0.540808081,415,2,1
10.1101/2020.05.26.20114140,3.85,0,0,-314,618,2,1,0,0,0,1,0,0,13,9,0.8939,-22,126,34.7,0.0001,-1,2,0,0,18,663,0,0.450568182,6,0.930693069,1
10.1101/2020.05.27.117184,54.95,583,44,1541,3809,20,0,0,0,1,1,1,0,6,6,0.0099,-212,1390,15.71,0.0001,-1,0,0,0,80,3,0,0.476507937,164,2,0
10.1101/2020.05.27.118117,76.61,258,17,-522,2314,34,0,0,0,1,1,1,-1,0,0,0,-58,737,22.95,1,0,-1,-1,-1,65,0,0,0.454166667,125,2,1
10.1101/2020.05.27.118414,1.5,63,2,133,387,2,0,0,0,1,1,0,-1,0,0,0,12,71,17.07,1,0,-1,-1,-1,97,0,0,0.457666667,5,2,1
10.1101/2020.05.27.118752,27.5,84,4,-187,890,6,0,0,0,1,1,0,-1,0,0,0,-118,300,23.16,1,0,-1,-1,-1,35,0,0,0.421550325,25,2,1
10.1101/2020.05.27.118893,155.95,222,13,-2792,5413,13,0,0,0,1,1,1,0,0,0,0,-283,1372,25.02,1,0,1,0,0,29,0,0,0.402678571,274,2,1
10.1101/2020.05.27.119255,17.8,172,0,368,553,8,0,0,0,1,1,0,0,0,0,0,376,163,35.27,1,0,8,5,3,35,0,0,0.513105077,6,2,0
10.1101/2020.05.27.119610,2.75,48,4,-23,505,6,0,0,0,1,1,0,0,0,0,0,-26,116,38.05,1,0,0,0,0,29,0,0,0.547933884,8,2,1
10.1101/2020.05.27.120105,10.75,100,4,-26,916,3,0,0,0,1,1,1,27,0,0,0,109,183,31.51,1,0,58,25,3,83,0,1,0.467857143,21,2,1
10.1101/2020.05.27.120204,12.15,136,7,71,869,13,0,0,0,1,1,0,2,0,0,0,-66,654,21.77,1,0,9,2,0,12,0,1,0.374285714,18,2,1
10.1101/2020.05.27.120402,27.65,155,0,1910,720,34,0,0,0,1,1,1,0,0,0,0,1181,160,40.28,1,0,0,0,0,41,0,1,0.329901961,46,2,0
10.1101/2020.05.27.120410,8.3,105,1,58,772,14,0,0,0,1,1,1,-1,4,4,0,158,222,42.82,0.01,0,-1,-1,-1,13,0,1,0.3875,17,2,1
10.1101/2020.05.27.20083287,95.88,0,0,-391,1080,29,1,0,0,0,1,0,0,0,0,0,97,279,27.76,1,0,10,3,0,24,0,0,0.416777389,13,2,1
10.1101/2020.05.27.20100297,0.5,0,0,64,205,2,1,0,0,0,1,0,1,0,0,0,70,61,33.65,1,0,1,1,0,5,0,1,0.54571525,2,2,0
10.1101/2020.05.27.20107656,5.7,0,0,218,402,4,1,0,0,0,1,0,0,0,0,0,85,89,25.42,1,0,5,1,0,14,0,1,0.29459707,8,2,0
10.1101/2020.05.27.20110601,8.7,0,0,-133,789,12,1,0,0,0,1,0,-1,2,2,0,-96,281,42.07,0.0001,0,-1,-1,-1,13,0,1,0.6625,14,2,0
10.1101/2020.05.27.20111542,1.5,0,0,-206,555,4,1,0,0,0,1,1,7,16,7,0,-118,249,13.38,0.001,0,33,4,3,45,0,1,0.561229947,4,2,1
10.1101/2020.05.27.20111955,4.7,0,0,-89,421,2,1,0,0,0,1,0,-1,0,0,0,-10,93,35.51,1,0,-1,-1,-1,31,0,1,0.444591751,6,2,1
10.1101/2020.05.27.20112888,1,0,0,-289,600,14,1,0,0,0,1,1,0,0,0,0,-19,182,49.86,1,0,5,1,0,18,0,0,0.44780303,5,2,1
10.1101/2020.05.27.20113951,3.5,0,0,154,238,8,1,0,0,0,1,0,-1,17,10,0.998,101,75,34.66,0.001,-1,-1,-1,-1,24,1437,0,0.500595238,7,2,1
10.1101/2020.05.27.20114017,65.8,0,0,648,1317,6,1,0,0,0,1,1,0,1,0,0,366,623,45.05,1,0,0,0,0,48,602,0,0.262987013,69,2,1
10.1101/2020.05.27.20114066,20.45,0,0,-1258,1560,13,1,0,0,0,1,1,2,6,0,0,-184,289,43.32,0.09115,0,22,7,0,45,181,0,0.565324675,34,2,0
10.1101/2020.05.27.20114090,10.4,0,0,-55,577,22,1,0,0,0,1,1,0,0,0,0,121,132,49.96,1,0,1,0,0,36,0,0,0.435416667,17,2,0
10.1101/2020.05.27.20114272,6.7,0,0,-210,635,4,1,0,0,0,1,0,-1,0,0,0,-56,230,6.88,1,0,-1,-1,-1,24,0,0,0.389379823,8,2,1
10.1101/2020.05.27.20114330,10.75,0,0,451,530,13,1,0,0,0,1,1,0,0,0,0,215,122,21.06,1,0,0,0,0,17,0,1,0.396969697,3,2,0
10.1101/2020.05.27.20114348,1.75,0,0,-337,475,5,1,0,0,0,1,0,2,0,0,0,-85,160,47.18,1,0,9,1,3,32,0,0,0.36192029,4,2,0
10.1101/2020.05.27.20114363,19.4,0,0,-375,952,19,1,0,0,0,1,0,-1,0,0,0,-31,283,3.29,1,0,-1,-1,-1,26,0,0,0.478846154,16,2,1
10.1101/2020.05.27.20114371,2.25,0,0,31,490,4,1,0,0,0,1,0,1,0,0,0,15,139,39.37,1,0,7,2,0,15,0,0,0.43343017,8,2,0
10.1101/2020.05.27.20114512,16.35,0,0,-871,1106,9,1,0,0,0,1,1,0,1,0,0,-137,203,39.97,0.11,0,4,0,0,18,248,0,0.392035985,24,2,1
10.1101/2020.05.27.20114538,1.25,0,0,-257,460,9,1,0,0,0,1,0,-1,0,0,0,-45,165,11.35,1,0,-1,-1,-1,20,0,1,0.463591754,3,2,1
10.1101/2020.05.27.20114546,18.65,0,0,-1698,2373,5,1,0,0,0,1,1,3,0,0,0,-532,858,25.93,1,0,12,3,0,42,0,0,0.536666667,18,2,0
10.1101/2020.05.27.20114678,22.05,0,0,-753,1003,13,1,0,0,0,1,0,0,3,3,0,-188,321,29.99,0.001,-1,0,0,0,23,87,0,0.429103535,27,2,0
10.1101/2020.05.27.20114868,0.5,0,0,255,201,2,1,0,0,0,1,0,5,16,4,0,39,58,36.93,0,0,22,4,0,47,0,1,0.537335979,2,2,0
10.1101/2020.05.27.20114983,4,0,0,-77,412,7,1,0,0,0,1,0,2,4,4,0,1,73,36.12,0.001,-1,12,3,0,33,111,1,0.488116883,7,2,1
10.1101/2020.05.27.20115048,13.95,0,0,-515,685,7,1,0,0,0,1,0,0,19,6,0,-105,191,35.88,0.001,0,5,0,0,40,172,0,0.701666667,18,2,0
10.1101/2020.05.27.20115071,5.45,0,0,-227,719,9,1,0,0,0,1,0,0,3,0,0,11,163,23.97,0.101,0,2,0,0,29,0,0,0.311772487,7,0.554455446,0
10.1101/2020.05.27.20115113,1.85,0,0,140,288,8,1,0,0,0,1,1,0,0,0,0,117,69,23.87,1,0,0,0,0,50,0,0,0.397916667,5,2,1
10.1101/2020.05.27.20115204,6.3,0,0,35,294,2,1,0,0,0,1,0,-1,13,11,0.099,50,148,-27.68,0.001,-1,-1,-1,-1,30,256,0,0.512624242,11,2,1
10.1101/2020.05.27.20115212,0.75,0,0,24,418,3,1,0,0,0,1,0,2,0,0,0,13,93,27.25,1,0,12,13,0,28,0,0,0.337604618,3,2,0
10.1101/2020.05.27.20115295,0.75,0,0,284,230,2,1,0,0,0,1,0,6,20,3,0,142,51,35,0.008,0,10,2,0,18,0,1,0.371598639,2,2,0
10.1101/2020.05.27.20115303,1.25,0,0,236,378,10,1,0,0,0,1,0,0,15,7,0.34991,301,85,35.57,9.00E-05,0,11,1,0,19,4754,0,0.468511905,4,2,1
10.1101/2020.05.27.20115329,3,0,0,18,375,3,1,0,0,0,1,0,0,0,0,0,99,88,51.58,1,0,0,1,0,29,0,0,0.360631525,5,2,0
10.1101/2020.05.28.118059,1.75,177,0,585,499,11,0,0,0,1,1,0,0,0,0,0,321,146,34.15,1,0,10,10,0,38,0,0,0.47,3,2,1
10.1101/2020.05.28.118992,168.8,502,884,1314,4784,441,0,0,0,1,1,1,0,0,0,0,0,0,18.59,1,0,0,0,0,49,0,0,0.510723104,215,0.99009901,1
10.1101/2020.05.28.119131,79.15,145,7,-392,1801,19,0,0,0,1,1,1,2,1,1,0,173,348,15.31,0.0084,0,5,4,0,35,0,1,0.511363636,33,2,0
10.1101/2020.05.28.120162,2.5,104,3,-400,1219,3,0,0,0,1,1,0,0,0,0,0,-238,477,21.43,1,0,0,0,0,59,0,0,0.628333333,7,0.693069307,1
10.1101/2020.05.28.120444,2.6,160,6,-173,780,8,0,0,0,1,1,1,-1,5,5,0,77,215,14.29,0.0001,0,-1,-1,-1,27,0,0,0.408571429,8,2,0
10.1101/2020.05.28.120642,1.5,43,0,267,366,7,0,0,0,1,1,0,0,0,0,0,112,74,41.19,1,0,1,5,0,19,0,0,0.61515873,4,2,0
10.1101/2020.05.28.120709,1,72,0,288,480,9,0,0,0,1,1,1,1,0,0,0,58,142,8.81,1,0,19,0,0,29,0,1,0.507407407,4,2,0
10.1101/2020.05.28.120998,51.38,653,0,4141,225,10,0,0,0,1,1,1,1,0,0,0,1774,44,30.4,1,0,16,4,1,28,0,0,0.5106,45,2,1
10.1101/2020.05.28.121533,63.45,264,0,785,1806,23,0,0,0,1,1,1,17,3,3,0.0347,676,735,24.37,0.0003,0,59,14,16,100,534,0,0.55,96,0.98019802,1
10.1101/2020.05.28.121889,10.65,192,4,815,1043,10,0,0,0,1,1,0,-1,15,11,0,127,368,-1.73,0.0001,0,-1,-1,-1,67,0,0,0.460666667,16,2,1
10.1101/2020.05.28.122291,9.8,156,0,728,324,29,0,0,0,1,0,1,0,3,3,0.0199,309,78,20.82,0.0001,-1,0,0,0,101,88,1,0.591887755,33,2,0
10.1101/2020.05.28.122366,173.73,201,0,886,1481,8,0,0,0,1,1,1,0,0,0,0,300,295,25.02,1,0,0,3,3,66,0,0,0.418244475,187,2,0
10.1101/2020.05.28.122374,20.5,132,0,579,448,9,0,0,0,1,1,0,0,0,0,0,250,114,45.46,1,0,0,0,0,30,0,0,0.355,46,2,1
10.1101/2020.05.28.122648,22.15,149,0,1242,637,4,0,0,0,1,1,1,-1,0,0,0,333,129,35.81,1,0,-1,-1,-1,14,0,0,0.450804924,77,2,1
10.1101/2020.05.28.20097402,10,0,0,-294,817,7,1,0,0,0,1,0,5,7,1,0,463,474,49.04,0.05,0,12,3,0,24,0,0,0.526319444,3,2,0
10.1101/2020.05.28.20104539,5.95,0,0,-477,684,8,1,0,0,0,1,1,0,3,2,0.28,-145,265,39.87,0.02,0,0,0,0,23,42,0,0.129761905,9,2,0
10.1101/2020.05.28.20105692,1.25,0,0,-294,631,9,1,0,0,0,1,1,0,0,0,0,-149,334,28.27,1,0,4,0,0,22,0,1,0.584015152,3,2,0
10.1101/2020.05.28.20110767,1.5,0,0,-515,729,5,1,0,0,0,1,1,0,0,0,0,-204,289,43.56,1,0,0,0,0,4,0,0,0.380732323,5,2,0
10.1101/2020.05.28.20113209,19.7,0,0,-575,844,8,1,0,0,0,1,0,-1,0,0,0,-138,260,28.98,1,0,-1,-1,-1,19,0,0,0.301247166,39,0.96039604,0
10.1101/2020.05.28.20114041,661.018,0,0,-20095,22404,15,1,0,0,0,1,1,-1,13,2,0,-7523,8456,8.4,0.011,0,-1,-1,-1,43,0,0,0.442706374,598,2,0
10.1101/2020.05.28.20114934,1.75,0,0,-530,664,3,1,0,0,0,1,0,1,8,1,0,-87,156,39.06,0.0035,0,5,1,0,15,0,0,0.290416667,3,0.594059406,0
10.1101/2020.05.28.20115063,2.75,0,0,-305,456,3,1,0,0,0,1,1,0,0,0,0,-99,177,15.48,1,0,1,0,0,27,0,0,0.410648674,5,2,1
10.1101/2020.05.28.20115121,1.6,0,0,-273,435,1,1,0,0,0,1,0,2,0,0,0,-36,74,38.05,1,0,8,3,0,21,0,1,0.480752581,3,2,1
10.1101/2020.05.28.20115220,36.23,0,0,-258,932,10,1,0,0,0,1,0,0,0,0,0,-156,584,28.77,1,0,0,0,0,13,0,1,0.23968254,13,2,1
10.1101/2020.05.28.20115378,2.85,0,0,-169,505,12,1,0,0,0,1,0,-1,4,4,0.0447,-50,182,25.49,0.0053,0,-1,-1,-1,4,66,0,0.38219697,4,2,1
10.1101/2020.05.28.20115642,6.4,0,0,157,256,5,1,0,0,0,1,1,1,1,0,0,100,72,40.79,1,0,17,5,0,30,0,0,0.326373626,15,0.623762376,0
10.1101/2020.05.28.20115667,215.48,0,0,1378,2784,19,1,0,0,0,1,1,9,13,5,0.808,643,510,25.53,0.001,-1,28,5,3,49,28,0,0.529482402,221,2,1
10.1101/2020.05.28.20115691,6.6,0,0,208,310,1,1,0,0,0,0,0,1,6,6,0,63,68,28.06,0.001,0,5,0,0,9,0,0,0.441098485,8,2,0
10.1101/2020.05.28.20115741,25.7,0,0,660,1089,2,1,0,0,0,1,0,-1,1,1,0,315,150,15.85,0.0001,0,-1,-1,-1,90,0,0,0.479153298,27,2,1
10.1101/2020.05.28.20115758,184.45,0,0,4245,3482,32,1,0,0,0,1,0,0,31,27,0,1999,305,29.79,0.0001,-1,2,0,0,23,1959,0,0.505804924,304,2,1
10.1101/2020.05.28.20115816,1.25,0,0,192,251,10,1,0,0,0,0,0,0,1,1,0,73,44,21.02,0.001,0,0,0,0,31,0,0,0.264102564,2,2,0
10.1101/2020.05.28.20115832,2.1,0,0,257,301,2,1,0,0,0,1,0,0,0,0,0,79,81,28.43,1,0,0,0,0,19,0,0,0.508,4,2,1
10.1101/2020.05.28.20115899,8.7,0,0,369,528,6,1,0,0,0,1,0,7,0,0,0,257,113,16.66,1,0,35,1,4,50,0,1,0.294377289,11,2,1
10.1101/2020.05.28.20115949,65.65,0,0,1136,350,5,1,0,0,0,1,0,3,3,3,0,1169,138,32.67,0.001,0,28,4,3,41,0,1,0.410169669,33,2,1
10.1101/2020.05.28.20115956,0.75,0,0,197,199,12,1,0,0,0,1,1,0,2,2,0,96,47,32.77,0.05,-1,0,0,0,16,10433,0,0.323842593,2,2,0
10.1101/2020.05.28.20115964,22.55,0,0,700,392,10,1,0,0,0,1,0,1,36,34,0.453,415,71,16.96,0.001,-1,10,2,1,37,6270,0,0.420454545,28,2,1
10.1101/2020.05.28.20115980,2.2,0,0,200,363,4,1,0,0,0,1,0,0,0,0,0,339,82,24.71,1,0,0,0,0,23,0,0,0.361075036,3,2,1
10.1101/2020.05.28.20116012,187.21,0,0,-2127,8072,4,1,0,0,0,1,0,0,0,0,0,-6039,6783,34.8,1,0,4,0,2,36,0,1,0.338461538,231,2,0
10.1101/2020.05.28.20116046,2.85,0,0,-331,548,6,1,0,0,0,1,0,1,2,1,0,-146,252,3.53,0.001,0,11,4,5,15,0,0,0.568240093,7,2,0
10.1101/2020.05.28.20116087,5.2,0,0,302,403,6,1,0,0,0,0,0,-1,4,2,0,130,67,4.75,0.001,0,-1,-1,-1,39,6,0,0.491590909,8,0.475247525,1
10.1101/2020.05.28.20116095,0.5,0,0,-99,521,2,1,0,0,0,1,0,0,0,0,0,45,126,39.47,1,0,0,1,0,3,0,0,0.428367347,1,2,0
10.1101/2020.05.28.20116178,20.35,0,0,344,375,23,1,0,0,0,1,1,0,3,3,0,118,86,-1.96,0.05,-1,0,0,0,33,2580,0,0.330255682,5,0.108910891,0
10.1101/2020.05.28.20116277,2.35,0,0,295,569,12,1,0,0,0,1,1,8,0,0,0,224,119,23.63,1,0,23,8,2,47,0,0,0.555952381,3,2,1
10.1101/2020.05.28.20116301,58.75,0,0,1080,265,10,1,0,0,0,0,0,0,10,5,0.929,552,38,22.34,0.001,-1,0,0,0,26,5030,1,0.398069036,17,0.594059406,1
10.1101/2020.05.29.109702,8,67,0,977,260,8,0,0,0,1,1,0,8,0,0,0,182,68,29.89,1,0,26,8,2,38,0,0,0.483585859,15,2,0
10.1101/2020.05.29.122358,0.75,66,0,295,457,12,0,0,0,1,1,1,0,0,0,0,60,91,39.97,1,0,0,0,0,17,0,0,0.50234375,4,2,0
10.1101/2020.05.29.122986,12.05,176,0,1259,67,11,0,0,0,1,1,1,-1,3,3,0,293,22,26.61,0.001,0,-1,-1,-1,39,0,0,0.4234375,27,2,1
10.1101/2020.05.29.123190,4.1,101,0,723,95,3,0,0,0,1,1,1,1,0,0,0,179,24,32.33,1,0,14,11,0,79,0,1,0.41630303,8,2,1
10.1101/2020.05.29.123455,21.022,51,0,284,372,1,0,0,0,1,1,1,1,7,2,0,149,48,34.12,0.001,0,8,4,2,15,0,0,0.232142857,7,2,0
10.1101/2020.05.29.123612,25.3,296,0,1225,534,8,0,0,0,1,1,1,2,0,0,0,310,99,41.8,1,0,4,10,1,35,0,1,0.4166,17,0,1
10.1101/2020.05.29.123810,32.21,221,0,1313,164,49,0,0,0,1,1,0,0,1,0,0,398,36,37.44,0.05,1,0,0,0,41,6,0,0.442513369,31,2,1
10.1101/2020.05.29.124107,4.45,-6,82,-388,760,4,0,0,0,1,1,0,-1,0,0,0,-82,161,24.98,1,0,-1,-1,-1,14,0,1,0.47047619,4,2,1
10.1101/2020.05.29.124123,0.75,50,0,446,274,10,0,0,0,1,1,1,0,0,0,0,115,59,33.95,1,0,0,0,0,14,0,0,0.522100313,4,2,0
10.1101/2020.05.29.124610,24.35,49,0,554,625,9,0,0,0,1,1,0,0,0,0,0,132,105,8.16,1,0,0,0,0,30,0,1,0.436904762,51,0.683168317,0
10.1101/2020.05.29.20097097,1,0,0,-290,610,5,1,0,0,0,0,0,0,12,12,0,-83,326,16.42,0.01,0,0,0,0,30,0,1,0.462099567,3,2,1
10.1101/2020.05.29.20100735,1.5,0,0,-192,358,6,1,0,0,0,1,1,0,0,0,0,-31,163,27.25,1,0,7,4,1,55,0,0,0.358974359,5,2,1
10.1101/2020.05.29.20102913,1.25,0,0,-159,710,6,1,0,0,0,1,1,0,0,0,0,11,247,37,1,0,0,1,0,27,0,0,0.427355072,4,2,0
10.1101/2020.05.29.20109090,0.75,0,0,-201,315,8,1,0,0,0,1,0,0,0,0,0,-42,92,41.09,1,0,0,0,0,12,0,0,0.36875,3,2,1
10.1101/2020.05.29.20110098,1.5,0,0,-272,391,8,1,0,0,0,1,1,0,0,0,0,-67,136,52.33,1,0,0,0,0,11,0,1,0.373827506,2,2,0
10.1101/2020.05.29.20113571,0.5,0,0,-498,972,4,1,0,0,0,1,0,0,0,0,0,-172,430,57.2,1,0,2,1,0,15,0,0,0.392592593,2,2,0
10.1101/2020.05.29.20114199,0.5,0,0,-224,357,9,1,0,0,0,1,1,0,0,0,0,-33,132,51.99,1,0,0,0,0,11,0,0,0.50093985,2,0.930693069,0
10.1101/2020.05.29.20114751,0.75,0,0,-300,401,16,1,0,0,0,0,0,0,1,0,0,-91,121,18.35,0.84,0,3,1,0,8,35,0,0.443181818,4,2,1
10.1101/2020.05.29.20115253,17.5,0,0,-394,683,17,1,0,0,0,1,0,0,0,0,0,-70,148,23.46,1,0,1,1,0,23,0,1,0.487592593,3,2,1
10.1101/2020.05.29.20116004,124.88,0,0,2415,367,2,1,0,0,0,1,1,0,0,0,0,1130,142,22.55,1,0,1,0,0,16,0,1,0.535,58,2,1
10.1101/2020.05.29.20116376,17.35,0,0,-1,850,21,1,0,0,0,1,1,0,1,0,0,259,137,37.23,1,0,7,7,0,35,15,1,0.366372697,28,2,1
10.1101/2020.05.29.20116491,0.5,0,0,77,149,1,1,0,0,0,1,0,1,0,0,0,27,36,18.45,1,0,4,2,0,7,0,1,0.396428571,1,2,0
10.1101/2020.05.29.20116517,2.1,0,0,293,343,3,1,0,0,0,1,0,1,0,0,0,72,80,27.96,1,0,3,0,0,25,0,0,0.41547619,5,2,0
10.1101/2020.05.29.20116657,2.5,0,0,637,170,4,1,0,0,0,1,0,0,0,0,0,307,34,48.84,1,0,23,0,0,38,0,0,0.3685,2,2,1
10.1101/2020.05.29.20116749,2,0,0,34,259,2,1,0,0,0,1,0,1,0,0,0,53,66,38.35,1,0,10,8,0,43,0,1,0.595512821,6,2,0
10.1101/2020.05.29.20116897,0.5,0,0,162,141,3,1,0,0,0,1,0,-1,12,2,0,40,50,14.93,0,0,-1,-1,-1,49,0,0,0.440625,1,2,1
10.1101/2020.05.29.20116921,2.1,0,0,190,206,4,1,0,0,0,1,0,0,29,25,0.1,65,38,17.68,0.001,-1,0,0,0,35,79,0,0.346056911,5,2,0
10.1101/2020.05.29.20117010,7.5,0,0,264,383,4,1,0,0,0,1,0,0,0,0,0,258,83,29.89,1,0,0,0,0,26,0,0,0.26969697,11,2,1
10.1101/2020.05.29.20117044,0.25,0,0,72,179,1,1,0,0,0,1,0,0,0,0,0,8,61,46.64,1,0,1,0,0,13,0,0,0.361309524,1,0.920792079,1
10.1101/2020.05.29.20117069,0.25,0,0,-11,333,3,1,0,0,0,1,0,0,0,0,0,115,58,54.26,1,0,5,0,0,20,0,0,0.321212121,1,2,0
10.1101/2020.05.29.20117143,4.35,0,0,-513,716,8,1,0,0,0,1,0,1,0,0,0,-182,251,24.88,1,0,7,1,0,14,0,0,0.500793651,11,2,1
10.1101/2020.05.29.20117176,3.85,0,0,370,301,7,1,0,0,0,1,0,0,15,14,0.05,150,71,17.03,0.001,0,23,0,2,33,417,0,0.431666667,8,2,0
